.	punto
-	trattino
_	trattino basso
!	punto esclamativo
#	cancelletto
$	dollaro
%	percento
&	e
'	apostrofo
*	asterisco
+	più
/	diviso
=	uguale
?	punto interrogativo
`	accento grave
{	parentesi graffa aperta
}   parentesi graffa chiusa
~	tilde
,	virgola
:	due punti
